id,name,industry,sector,subsector,revenue,revenue_numeric,employees,headquarters,country,region,founded,ceo,website,description,products,services,market_cap,stock_exchange,ticker,subsidiaries,locations,certifications,sustainability_score,innovation_index,digital_maturity,source,scraped_date
latin_america_036,Renewable Energy Group,Renewable Energy,Energy,Wind Power,$1.7B,1.6918615725724382,5028,"Ecuador, Ecuador",Ecuador,Latin America,1915,Maria González,www.renewableenergygroup.com,"Renewable Energy Group specializes in wind power and related technologies, delivering cutting-edge solutions to industrial customers globally.",Wind Turbines; Grid Systems; Energy Storage Systems; Power Inverters,Grid Integration; Installation Services,$5.1B,,REEN,Renewable Technologies; Renewable Americas; Renewable Europe; Renewable Solutions; Renewable International,"Ecuador, Ecuador; Florence, Italy; Morocco, Morocco; Belgium, Belgium",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.5453550360909817,0.8249545569694716,0.7425109257697935,Industrial Company Database,2025-09-13T22:22:28.596717
latin_america_037,Project Group Corp.,Real Estate,Infrastructure,Property Management,$74.2B,74.24213647601172,251516,"Mendoza, Argentina",Argentina,Latin America,1931,Carlos Silva,www.projectgroupcorp.com,"Project Group Corp. is a leading global provider of property management solutions, serving customers across multiple industries with innovative products and services.",Systems; Components; Industrial Equipment,Technical Support; Professional Services; Training,$261.5B,BCBA,PRGR,Project Asia; Project Asia; Project Asia; Project Technologies; Project Europe,"Rosario, Argentina; Turkey, Turkey",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.3866580152352469,0.5116816775341493,0.5779828460763692,Industrial Company Database,2025-09-13T22:22:28.596745
latin_america_038,Beta Energy,Nuclear,Energy,Nuclear Power Generation,$16.9B,16.93085779862493,60415,"Salvador, Brazil",Brazil,Latin America,2020,Luz Fernández,www.betaenergy.com,"Beta Energy specializes in nuclear power generation and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Industrial Equipment; Components,Training; Professional Services,$38.3B,B3,BEEN,Beta Europe; Beta Technologies; Beta Technologies; Beta Services; Beta Asia,"São Paulo, Brazil; San Jose, United States",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.42303590238585487,0.47258324722913425,0.4956800051681668,Industrial Company Database,2025-09-13T22:22:28.596773
latin_america_039,Omega Projects Corp.,Transportation,Infrastructure,Urban Transport,$10.4B,10.441249736575013,21900,"Chile, Chile",Chile,Latin America,1993,João Santos,www.omegaprojectscorp.com,"Omega Projects Corp. specializes in urban transport and related technologies, delivering cutting-edge solutions to industrial customers globally.",Components; Systems; Industrial Equipment,Professional Services; Technical Support; Consulting; Training,$17.6B,,OMPR,Omega International; Omega Europe,"Chile, Chile; Mendoza, Argentina; Mecca, Saudi Arabia; Perth, Australia; Indonesia, Indonesia; Malaysia, Malaysia; Abu Dhabi, UAE; Peru, Peru; Poland, Poland",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.33227798198468494,0.6307687257395834,0.725496428089796,Industrial Company Database,2025-09-13T22:22:28.596814
latin_america_040,Global AI,AI/ML,Technology,Computer Vision,$86.0B,86.02554597957032,176747,"Colombia, Colombia",Colombia,Latin America,1970,Ricardo Morales,www.globalai.com,"Founded as a pioneer in ai/ml, Global AI has evolved into a comprehensive computer vision company with operations worldwide.",Components; Industrial Equipment; Systems,Consulting; Professional Services,$237.9B,,GLA,Global Europe; Global Americas; Global Solutions; Global Asia,"Colombia, Colombia; Odense, Denmark; Turkey, Turkey; Mumbai, India; Lyon, France; Mecca, Saudi Arabia",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.12541041157010183,0.7327119140660892,0.37904758097485125,Industrial Company Database,2025-09-13T22:22:28.596860
latin_america_041,Omega Group,Renewable Energy,Energy,Hydroelectric,$12.1B,12.068470803397856,40487,"Colombia, Colombia",Colombia,Latin America,1977,Diego Pérez,www.omegagroup.com,"Omega Group operates as a diversified renewable energy company, with core expertise in hydroelectric and a strong global presence.",Grid Systems; Wind Turbines; Energy Storage Systems,Energy Consulting; Grid Integration; Installation Services; Financing Solutions,$43.9B,,OMGR,Omega Asia; Omega Asia; Omega Solutions; Omega Solutions,"Colombia, Colombia; Seoul, South Korea; Venezuela, Venezuela; Thailand, Thailand; Aalborg, Denmark; Geneva, Switzerland",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.38025118807073877,0.41647883758621984,0.8925861590729633,Industrial Company Database,2025-09-13T22:22:28.596901
latin_america_042,Global Systems,Nuclear,Energy,Waste Management,$1.7B,1.734945656779961,4092,"Córdoba, Argentina",Argentina,Latin America,2014,Ricardo Morales,www.globalsystems.com,"Global Systems operates as a diversified nuclear company, with core expertise in waste management and a strong global presence.",Systems; Components; Industrial Equipment,Professional Services; Consulting; Technical Support; Training,$6.1B,BCBA,GLSY,Global Americas; Global Solutions,"Rosario, Argentina; Aalborg, Denmark; Mecca, Saudi Arabia; Vancouver, Canada; Milan, Italy; Kobe, Japan; Uppsala, Sweden; Venezuela, Venezuela",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.5337181742199506,0.8423410254339294,0.9132031850615021,Industrial Company Database,2025-09-13T22:22:28.596941
latin_america_043,Global Corp,Food & Beverage,Manufacturing,Food Processing,$68.6B,68.63951193920315,210313,"Peru, Peru",Peru,Latin America,1952,Ana López,www.globalcorp.com,"Global Corp operates as a diversified food & beverage company, with core expertise in food processing and a strong global presence.",Systems; Components; Industrial Equipment,Technical Support; Consulting; Training,$212.2B,,GLCO,,"Peru, Peru; Chile, Chile; Barcelona, Spain; Taipei, Taiwan; Perth, Australia; Indonesia, Indonesia; Riyadh, Saudi Arabia; Sharjah, UAE; Florence, Italy; Glasgow, United Kingdom; Venezuela, Venezuela; Marseille, France; Turkey, Turkey; Colombia, Colombia; Malmö, Sweden; Phoenix, United States; Aalborg, Denmark; The Hague, Netherlands; Cologne, Germany; Trondheim, Norway; Guadalajara, Mexico; Austria, Austria; Hyderabad, India; Thailand, Thailand",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.8518028299098631,0.9341534216936755,0.6633315773110657,Industrial Company Database,2025-09-13T22:22:28.597011
latin_america_044,Global Solutions,Textiles,Manufacturing,Apparel Manufacturing,$171.7B,171.67003959524445,453167,"Chile, Chile",Chile,Latin America,1960,Ana López,www.globalsolutions.com,"Global Solutions is a leading global provider of apparel manufacturing solutions, serving customers across multiple industries with innovative products and services.",Systems; Components; Industrial Equipment,Consulting; Professional Services,$478.8B,,GLSO,Global International; Global Asia; Global International,"Chile, Chile; Morocco, Morocco; Egypt, Egypt; Venezuela, Venezuela; Belgium, Belgium; Ecuador, Ecuador; Naples, Italy; Philippines, Philippines; Thailand, Thailand; Boston, United States; Peru, Peru; Trondheim, Norway; Malaysia, Malaysia; Odense, Denmark; Poland, Poland; Dubai, UAE",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.8588784131872181,0.28409765952969745,0.9053866017100365,Industrial Company Database,2025-09-13T22:22:28.597074
latin_america_045,Global Construction Corp.,Telecommunications,Infrastructure,5G Technology,$9.5B,9.482401571377597,29072,"Mendoza, Argentina",Argentina,Latin America,1936,Ricardo Morales,www.globalconstructioncorp.com,"Global Construction Corp. specializes in 5g technology and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Components; Industrial Equipment,Professional Services; Technical Support; Training; Consulting,$28.2B,BCBA,GLCO,Global International,"Buenos Aires, Argentina; Singapore, Singapore; Colombia, Colombia; Monterrey, Mexico; Belgium, Belgium; Brisbane, Australia; Venezuela, Venezuela; Lyon, France; Thailand, Thailand; Stavanger, Norway; Tainan, Taiwan; Essen, Germany",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.9158764243022371,0.9104541396376968,0.7338332038375879,Industrial Company Database,2025-09-13T22:22:28.597192
latin_america_046,Global Group Corp.,Transportation,Infrastructure,Maritime Infrastructure,$40.8B,40.78491516513439,94456,"Peru, Peru",Peru,Latin America,1986,Maria González,www.globalgroupcorp.com,"As a major player in the transportation sector, Global Group Corp. focuses on maritime infrastructure with a commitment to innovation and sustainability.",Industrial Equipment; Components; Systems,Professional Services; Consulting; Training; Technical Support,$65.7B,,GLGR,Global Asia; Global Technologies; Global Technologies; Global Asia; Global Services,"Peru, Peru; Egypt, Egypt; Stockholm, Sweden; Paris, France; Valencia, Spain; Sharjah, UAE; Riyadh, Saudi Arabia; Trondheim, Norway; Venezuela, Venezuela; Singapore, Singapore; Vancouver, Canada; Nigeria, Nigeria; Turkey, Turkey; Malaysia, Malaysia; Rio de Janeiro, Brazil; Pretoria, South Africa; Chile, Chile; Copenhagen, Denmark; Austria, Austria; Ecuador, Ecuador",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.20630020306256425,0.23578539309823193,0.4584182830337441,Industrial Company Database,2025-09-13T22:22:28.597284
latin_america_047,Engineering Solutions Corp.,Telecommunications,Infrastructure,Fiber Optics,$1.6B,1.5964584871331007,4372,"Venezuela, Venezuela",Venezuela,Latin America,2013,Luz Fernández,www.engineeringsolutionscorp.com,"Engineering Solutions Corp. specializes in fiber optics and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial Equipment; Systems; Components,Training; Professional Services; Consulting; Technical Support,$5.2B,,ENSO,Engineering Services,"Venezuela, Venezuela; Vietnam, Vietnam; Monterrey, Mexico; Thailand, Thailand; Pretoria, South Africa; Bern, Switzerland; Brisbane, Australia; Wuhan, China",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.24958536842554163,0.9284526606238903,0.7388698987501436,Industrial Company Database,2025-09-13T22:22:28.597332
latin_america_048,Telecommunications Projects,Telecommunications,Infrastructure,Network Infrastructure,$5.5B,5.469362201413849,12099,"Ecuador, Ecuador",Ecuador,Latin America,2013,Ricardo Morales,www.telecommunicationsprojects.com,"Founded as a pioneer in telecommunications, Telecommunications Projects has evolved into a comprehensive network infrastructure company with operations worldwide.",Systems; Components; Industrial Equipment,Professional Services; Consulting; Technical Support; Training,$9.8B,,TEPR,Telecommunications Europe; Telecommunications Technologies; Telecommunications Asia; Telecommunications Solutions,"Ecuador, Ecuador; Austria, Austria; Indonesia, Indonesia; Bilbao, Spain; Colombia, Colombia; Durban, South Africa; Bern, Switzerland; Guadalajara, Mexico",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.6717677782464376,0.8832469519331667,0.5664558852508085,Industrial Company Database,2025-09-13T22:22:28.597375
latin_america_049,Omega Labs,IoT,Technology,Smart Sensors,$2.2B,2.2240420165540526,5295,"Venezuela, Venezuela",Venezuela,Latin America,1907,Ricardo Morales,www.omegalabs.com,"Omega Labs specializes in smart sensors and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Components; Industrial Equipment,Training; Technical Support; Consulting,$7.4B,,OMLA,Omega International; Omega Solutions; Omega Services,"Venezuela, Venezuela; Chile, Chile; Zaragoza, Spain; Durban, South Africa",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.2415825394860756,0.3214060037666638,0.43577937537037165,Industrial Company Database,2025-09-13T22:22:28.597410
middle_east_&_africa_000,Metals Corp,Metals,Manufacturing,Aluminum,$14.6B,14.649987825491362,37707,"Qatar, Qatar",Qatar,Middle East & Africa,1926,Amina Kone,www.metalscorp.com,"Metals Corp specializes in aluminum and related technologies, delivering cutting-edge solutions to industrial customers globally.",Components; Systems; Industrial Equipment,Technical Support; Training; Consulting,$55.2B,,MECO,Metals Europe; Metals Services; Metals Americas; Metals Americas,"Qatar, Qatar; Morocco, Morocco",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.6328716444170887,0.7916444029583933,0.8815956988578317,Industrial Company Database,2025-09-13T22:22:28.597444
middle_east_&_africa_001,Gamma Digital Corp.,Semiconductors,Technology,Chip Manufacturing,$0.9B,0.8875470692776511,1517,"Egypt, Egypt",Egypt,Middle East & Africa,2002,Omar Ben Ali,www.gammadigitalcorp.com,"Gamma Digital Corp. specializes in chip manufacturing and related technologies, delivering cutting-edge solutions to industrial customers globally.",Memory Chips; Sensors; Analog Chips; Microprocessors; Power Semiconductors,R&D Services; Design Services; Technical Support; Custom Manufacturing,$2.2B,,GADI,Gamma Solutions,"Egypt, Egypt; Singapore, Singapore",RBA Validated; ISO 9001:2015; JEDEC Standards; ISO 14001:2015; IPC-A-610; ISO 45001:2018,0.7691744372584361,0.35651729944777166,0.8002066294741386,Industrial Company Database,2025-09-13T22:22:28.597477
middle_east_&_africa_002,Global AI,Robotics,Technology,Industrial Robots,$1.4B,1.3742587108923225,4444,"Israel, Israel",Israel,Middle East & Africa,1912,Yusuf Mbeki,www.globalai.com,"As a major player in the robotics sector, Global AI focuses on industrial robots with a commitment to innovation and sustainability.",Vision Systems; Automation Systems; Industrial Robots; Safety Systems; Robot Controllers,Programming Services; Maintenance Support; Consulting,$5.4B,,GLA,Global International; Global Services; Global Solutions; Global Asia; Global Europe,"Israel, Israel; Philippines, Philippines; Detroit, United States; Poland, Poland; Aarhus, Denmark; Johannesburg, South Africa; Thailand, Thailand; Rio de Janeiro, Brazil",ANSI/RIA R15.06; ISO 14001:2015; CE Marking,0.36692573518691673,0.27071205968811557,0.4771914913616298,Industrial Company Database,2025-09-13T22:22:28.597519
middle_east_&_africa_003,Construct Solutions,Logistics,Infrastructure,Third-Party Logistics,$8.6B,8.586008482522477,28352,"Nigeria, Nigeria",Nigeria,Middle East & Africa,1942,Ahmed Al-Rashid,www.constructsolutions.com,"Construct Solutions specializes in third-party logistics and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Industrial Equipment; Components,Professional Services; Technical Support; Consulting; Training,$30.1B,,COSO,Construct Technologies; Construct International; Construct International; Construct Solutions; Construct Services,"Nigeria, Nigeria; Milan, Italy; Tokyo, Japan; Israel, Israel",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.5896924439065868,0.37867620124264306,0.6478011515753266,Industrial Company Database,2025-09-13T22:22:28.597552
middle_east_&_africa_004,Global Projects,Real Estate,Infrastructure,Industrial Real Estate,$17.7B,17.662093850912754,35586,"Turkey, Turkey",Turkey,Middle East & Africa,1971,Omar Ben Ali,www.globalprojects.com,"Global Projects is a leading global provider of industrial real estate solutions, serving customers across multiple industries with innovative products and services.",Components; Systems; Industrial Equipment,Professional Services; Technical Support; Consulting,$40.7B,,GLPR,Global Americas; Global Technologies,"Turkey, Turkey; Morocco, Morocco; Rome, Italy; Chile, Chile",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.6316747413896993,0.5715971226892518,0.4569241236338163,Industrial Company Database,2025-09-13T22:22:28.597587
middle_east_&_africa_005,Smart Digital,Semiconductors,Technology,Semiconductor Equipment,$19.2B,19.193985575184907,21250,"Dubai, UAE",UAE,Middle East & Africa,1928,Ahmed Al-Rashid,www.smartdigital.com,"As a major player in the semiconductors sector, Smart Digital focuses on semiconductor equipment with a commitment to innovation and sustainability.",Analog Chips; Power Semiconductors; Microprocessors,Testing Services; Custom Manufacturing; R&D Services; Design Services,$68.9B,ADX/DFM,SMDI,Smart Americas; Smart International; Smart International; Smart Americas,"Dubai, UAE; Turkey, Turkey",RBA Validated; ISO 14001:2015; JEDEC Standards,0.39662156618275246,0.4904386149842389,0.3237690790716544,Industrial Company Database,2025-09-13T22:22:28.597617
middle_east_&_africa_006,Project Logistics Engineering,Logistics,Infrastructure,Supply Chain Management,$0.4B,0.4268661324922781,1027,"Mecca, Saudi Arabia",Saudi Arabia,Middle East & Africa,1900,Sarah Al-Zahra,www.projectlogisticsengineering.com,"Project Logistics Engineering specializes in supply chain management and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Industrial Equipment; Components,Consulting; Technical Support; Training,$1.6B,Tadawul,PRLO,,"Mecca, Saudi Arabia; Ecuador, Ecuador; São Paulo, Brazil",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.7273985157621197,0.7267389257877643,0.8200402815442245,Industrial Company Database,2025-09-13T22:22:28.597646
middle_east_&_africa_007,Beta Development,Transportation,Infrastructure,Railway Systems,$43.5B,43.543186151427555,108181,"Johannesburg, South Africa",South Africa,Middle East & Africa,1920,Omar Ben Ali,www.betadevelopment.com,"Founded as a pioneer in transportation, Beta Development has evolved into a comprehensive railway systems company with operations worldwide.",Components; Systems; Industrial Equipment,Consulting; Professional Services; Technical Support,$86.1B,JSE,BEDE,,"Johannesburg, South Africa; Hyderabad, India; Egypt, Egypt; Berlin, Germany; Gothenburg, Sweden; Melbourne, Australia; Montreal, Canada; Ulsan, South Korea; Poland, Poland; Ecuador, Ecuador",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.6407073740334713,0.8515940378854103,0.7119197437708739,Industrial Company Database,2025-09-13T22:22:28.597688
middle_east_&_africa_008,Beta Industries,Metals,Manufacturing,Precious Metals,$47.2B,47.21927148116488,153309,"Mecca, Saudi Arabia",Saudi Arabia,Middle East & Africa,2014,Ahmed Al-Rashid,www.betaindustries.com,"Beta Industries operates as a diversified metals company, with core expertise in precious metals and a strong global presence.",Systems; Industrial Equipment; Components,Consulting; Training; Technical Support,$74.8B,Tadawul,BEIN,Beta Asia; Beta Solutions,"Jeddah, Saudi Arabia; Philadelphia, United States; Peru, Peru; Colombia, Colombia; Indonesia, Indonesia; Israel, Israel; Turkey, Turkey; Vietnam, Vietnam; Utrecht, Netherlands; Ecuador, Ecuador; Trondheim, Norway; Austria, Austria; Malaysia, Malaysia; Cape Town, South Africa; Venezuela, Venezuela; Perth, Australia; Chile, Chile; Poland, Poland",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.8415173219465928,0.6177817905426236,0.6740005654286954,Industrial Company Database,2025-09-13T22:22:28.597745
middle_east_&_africa_009,Omega Development,Telecommunications,Infrastructure,5G Technology,$2.2B,2.1787572033896305,5671,"Qatar, Qatar",Qatar,Middle East & Africa,1983,Nour El-Din,www.omegadevelopment.com,"Omega Development is a leading global provider of 5g technology solutions, serving customers across multiple industries with innovative products and services.",Industrial Equipment; Components; Systems,Training; Consulting; Professional Services; Technical Support,$5.2B,,OMDE,Omega Services; Omega Services,"Qatar, Qatar; Belgium, Belgium; Malaysia, Malaysia",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.8722734942442101,0.3965492604635016,0.7160944173828159,Industrial Company Database,2025-09-13T22:22:28.597774
middle_east_&_africa_010,Semiconductors Innovations Corp.,Semiconductors,Technology,Chip Manufacturing,$1.6B,1.5904875152044087,1907,"Qatar, Qatar",Qatar,Middle East & Africa,1927,Ahmed Al-Rashid,www.semiconductorsinnovationscorp.com,"Semiconductors Innovations Corp. operates as a diversified semiconductors company, with core expertise in chip manufacturing and a strong global presence.",Power Semiconductors; Memory Chips; Microprocessors; Analog Chips; Sensors,Testing Services; Technical Support; Custom Manufacturing,$6.1B,,SEIN,Semiconductors Asia; Semiconductors Services; Semiconductors Americas,"Qatar, Qatar; Marseille, France; Taichung, Taiwan; Israel, Israel; Singapore, Singapore; Ahmedabad, India; Dubai, UAE",ISO 14001:2015; ISO 9001:2015; JEDEC Standards; IPC-A-610; SEMI Standards; ISO 45001:2018,0.22010079781112168,0.40129930234232625,0.6148438396525111,Industrial Company Database,2025-09-13T22:22:28.597813
middle_east_&_africa_011,Logistics Group,Logistics,Infrastructure,Distribution,$22.0B,21.97033020239994,43067,"Turkey, Turkey",Turkey,Middle East & Africa,1918,Ibrahim Okafor,www.logisticsgroup.com,"Founded as a pioneer in logistics, Logistics Group has evolved into a comprehensive distribution company with operations worldwide.",Systems; Components; Industrial Equipment,Training; Professional Services,$57.9B,,LOGR,Logistics Europe; Logistics Europe; Logistics International,"Turkey, Turkey; Zurich, Switzerland; Vietnam, Vietnam; Chile, Chile; Morocco, Morocco; Egypt, Egypt; Belgium, Belgium; Daejeon, South Korea; Malaysia, Malaysia; Israel, Israel; Osaka, Japan; Mendoza, Argentina; Indonesia, Indonesia; Berlin, Germany; Delhi, India",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.4339120548837735,0.8017412032128188,0.3688422027029171,Industrial Company Database,2025-09-13T22:22:28.597867
middle_east_&_africa_012,Beta Projects,Logistics,Infrastructure,Supply Chain Management,$1.0B,1.046442517442162,2506,"Jeddah, Saudi Arabia",Saudi Arabia,Middle East & Africa,1909,Amina Kone,www.betaprojects.com,"Beta Projects operates as a diversified logistics company, with core expertise in supply chain management and a strong global presence.",Industrial Equipment; Components; Systems,Training; Professional Services; Technical Support,$3.9B,Tadawul,BEPR,Beta Europe,"Dammam, Saudi Arabia; Sapporo, Japan; Mexico City, Mexico; Colombia, Colombia",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.37760533553204945,0.6447788266112742,0.7029664012210257,Industrial Company Database,2025-09-13T22:22:28.597898
middle_east_&_africa_013,Omega Solutions,Telecommunications,Infrastructure,Wireless Technology,$0.2B,0.23980382680768483,661,"Israel, Israel",Israel,Middle East & Africa,1906,Sarah Al-Zahra,www.omegasolutions.com,"Founded as a pioneer in telecommunications, Omega Solutions has evolved into a comprehensive wireless technology company with operations worldwide.",Industrial Equipment; Components; Systems,Technical Support; Professional Services,$0.8B,,OMSO,Omega International; Omega International; Omega Americas; Omega International,"Israel, Israel; Malaysia, Malaysia",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.4476544785984764,0.3918989394605501,0.6291178509527688,Industrial Company Database,2025-09-13T22:22:28.597925
middle_east_&_africa_014,Utilities Systems,Utilities,Energy,Natural Gas Distribution,$1.4B,1.439026344762214,2146,"Nigeria, Nigeria",Nigeria,Middle East & Africa,2011,Fatima Hassan,www.utilitiessystems.com,"Utilities Systems is a leading global provider of natural gas distribution solutions, serving customers across multiple industries with innovative products and services.",Systems; Industrial Equipment; Components,Technical Support; Professional Services,$2.2B,,UTSY,Utilities Technologies,"Nigeria, Nigeria; Trondheim, Norway; Brasília, Brazil; Austria, Austria; Indonesia, Indonesia",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.11429914407123598,0.21855337253687607,0.5621381466281941,Industrial Company Database,2025-09-13T22:22:28.597958
middle_east_&_africa_015,Omega Technologies,Nuclear,Energy,Nuclear Power Generation,$18.3B,18.306729002948845,35338,"Nigeria, Nigeria",Nigeria,Middle East & Africa,1900,Ahmed Al-Rashid,www.omegatechnologies.com,"As a major player in the nuclear sector, Omega Technologies focuses on nuclear power generation with a commitment to innovation and sustainability.",Systems; Components; Industrial Equipment,Consulting; Training; Technical Support; Professional Services,$50.7B,,OMTE,Omega Solutions; Omega Americas; Omega Asia; Omega Technologies,"Nigeria, Nigeria; Belgium, Belgium; Riyadh, Saudi Arabia; Ecuador, Ecuador; Venezuela, Venezuela; Calgary, Canada; Abu Dhabi, UAE; Austria, Austria; Utrecht, Netherlands; Busan, South Korea; Mexico City, Mexico",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.8758922919375783,0.8281441725955225,0.7305862447195492,Industrial Company Database,2025-09-13T22:22:28.598004
middle_east_&_africa_016,Smart IoT Solutions,IoT,Technology,Smart Sensors,$14.6B,14.615827288223352,47765,"Morocco, Morocco",Morocco,Middle East & Africa,1946,Nour El-Din,www.smartiotsolutions.com,"Smart IoT Solutions is a leading global provider of smart sensors solutions, serving customers across multiple industries with innovative products and services.",Industrial Equipment; Components; Systems,Technical Support; Professional Services,$31.8B,,SMIS,Smart Services; Smart Asia; Smart Technologies; Smart Technologies,"Morocco, Morocco; Poland, Poland; Córdoba, Argentina; Pretoria, South Africa; Chile, Chile; Zurich, Switzerland; Indonesia, Indonesia; Perth, Australia; Ecuador, Ecuador; Rio de Janeiro, Brazil",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.7178387268312874,0.6218112256672361,0.4122845353699157,Industrial Company Database,2025-09-13T22:22:28.598047
middle_east_&_africa_017,Logistics Group,Logistics,Infrastructure,Distribution,$0.8B,0.7959020418210191,2016,"Nigeria, Nigeria",Nigeria,Middle East & Africa,1918,Omar Ben Ali,www.logisticsgroup.com,"Logistics Group is a leading global provider of distribution solutions, serving customers across multiple industries with innovative products and services.",Systems; Industrial Equipment; Components,Consulting; Technical Support; Training,$2.7B,,LOGR,Logistics Technologies; Logistics Solutions; Logistics Americas; Logistics Europe,"Nigeria, Nigeria; Strasbourg, France",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.14795782376465588,0.8497935484862518,0.5115436319598308,Industrial Company Database,2025-09-13T22:22:28.598075
middle_east_&_africa_018,Project Construction Construction Corp.,Construction,Infrastructure,Commercial Construction,$1.2B,1.160282357294951,4208,"Qatar, Qatar",Qatar,Middle East & Africa,2009,Nour El-Din,www.projectconstructionconstructioncorp.com,"As a major player in the construction sector, Project Construction Construction Corp. focuses on commercial construction with a commitment to innovation and sustainability.",Construction Equipment; Prefab Structures; Project Management Tools,Consulting; Maintenance; Construction Services; Engineering Services,$3.6B,,PRCO,,"Qatar, Qatar; Durban, South Africa; Austria, Austria",OSHA Certified; Safety Certified; Building Code Compliance; LEED Certified; ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.12404603440845197,0.37426818133459516,0.6733556912462191,Industrial Company Database,2025-09-13T22:22:28.598106
middle_east_&_africa_019,Future Mining Systems Corp.,Mining,Energy,Rare Earth Elements,$0.3B,0.27443751766178537,522,"Qatar, Qatar",Qatar,Middle East & Africa,1949,Fatima Hassan,www.futureminingsystemscorp.com,"As a major player in the mining sector, Future Mining Systems Corp. focuses on rare earth elements with a commitment to innovation and sustainability.",Industrial Equipment; Components; Systems,Technical Support; Training,$0.7B,,FUMI,Future Solutions,"Qatar, Qatar; Trondheim, Norway; Bologna, Italy",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.3074689037482208,0.7535100296870019,0.4397612250396037,Industrial Company Database,2025-09-13T22:22:28.598136
middle_east_&_africa_020,Global Technologies,Nuclear,Energy,Waste Management,$10.8B,10.803972987012514,24449,"Egypt, Egypt",Egypt,Middle East & Africa,1891,Ibrahim Okafor,www.globaltechnologies.com,"Global Technologies operates as a diversified nuclear company, with core expertise in waste management and a strong global presence.",Systems; Industrial Equipment; Components,Technical Support; Consulting; Training; Professional Services,$29.8B,,GLTE,Global Technologies; Global Americas; Global International; Global Americas; Global Technologies,"Egypt, Egypt; Singapore, Singapore; Poland, Poland; Malaysia, Malaysia; Venezuela, Venezuela; Malmö, Sweden; Chile, Chile; Córdoba, Argentina; Edmonton, Canada; Guadalajara, Mexico; Morocco, Morocco; Jeddah, Saudi Arabia; Philippines, Philippines",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.748912482397641,0.9561869726032599,0.6144515599573404,Industrial Company Database,2025-09-13T22:22:28.598184
middle_east_&_africa_021,Modern Metals Group,Metals,Manufacturing,Aluminum,$5.4B,5.410794281236498,11113,"Riyadh, Saudi Arabia",Saudi Arabia,Middle East & Africa,1914,Sarah Al-Zahra,www.modernmetalsgroup.com,"As a major player in the metals sector, Modern Metals Group focuses on aluminum with a commitment to innovation and sustainability.",Components; Systems; Industrial Equipment,Professional Services; Consulting; Training,$16.5B,Tadawul,MOME,,"Jeddah, Saudi Arabia; Dubai, UAE; Kyoto, Japan",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.2393791654530988,0.3969070120787394,0.32890596367178565,Industrial Company Database,2025-09-13T22:22:28.598212
